"customer_id","customer_name","email","status_code","status_name","updated_at"
94,"山本 太郎","taro.yamamoto@example.com","ST01","新規","2026-06-04 15:11:14.833261"
95,"高橋 太郎","taro.takahashi@example.com","ST01","新規","2026-06-04 15:11:14.833261"
96,"小林 美咲","misaki.kobayashi@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
97,"高橋 美咲","misaki.takahashi@example.com","ST01","新規","2026-06-04 15:11:14.833261"
98,"山田 陽菜","hina.yamada@example.com","ST04","退会","2026-06-04 15:11:14.833261"
99,"加藤 陽菜","hina.kato@example.com","ST01","新規","2026-06-04 15:11:14.833261"
100,"佐藤 悠斗","yuto.sato@example.com","ST04","退会","2026-06-04 15:11:14.833261"
101,"加藤 蓮","ren.kato@example.com","ST04","退会","2026-06-04 15:11:14.833261"
102,"渡辺 太郎","taro.watanabe@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
103,"渡辺 翔","sho.watanabe@example.com","ST01","新規","2026-06-04 15:11:14.833261"
104,"高橋 悠斗","yuto.takahashi@example.com","ST01","新規","2026-06-04 15:11:14.833261"
105,"中村 翔","sho.nakamura@example.com","ST04","退会","2026-06-04 15:11:14.833261"
106,"高橋 葵","aoi.takahashi@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
107,"渡辺 彩花","ayaka.watanabe@example.com","ST01","新規","2026-06-04 15:11:14.833261"
108,"高橋 翔","sho.takahashi@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
109,"加藤 美咲","misaki.kato@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
110,"山田 結衣","yui.yamada@example.com","ST01","新規","2026-06-04 15:11:14.833261"
111,"山田 翔","sho.yamada@example.com","ST01","新規","2026-06-04 15:11:14.833261"
112,"吉田 陽菜","hina.yoshida@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
113,"伊藤 陽菜","hina.ito@example.com","ST04","退会","2026-06-04 15:11:14.833261"
114,"加藤 健太","kenta.kato@example.com","ST01","新規","2026-06-04 15:11:14.833261"
115,"加藤 陽菜","hina.kato@example.com","ST01","新規","2026-06-04 15:11:14.833261"
116,"加藤 蓮","ren.kato@example.com","ST04","退会","2026-06-04 15:11:14.833261"
117,"鈴木 健太","kenta.suzuki@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
118,"渡辺 悠斗","yuto.watanabe@example.com","ST04","退会","2026-06-04 15:11:14.833261"
119,"渡辺 彩花","ayaka.watanabe@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
120,"伊藤 太郎","taro.ito@example.com","ST04","退会","2026-06-04 15:11:14.833261"
121,"渡辺 翔","sho.watanabe@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
122,"鈴木 陽菜","hina.suzuki@example.com","ST01","新規","2026-06-04 15:11:14.833261"
123,"田中 葵","aoi.tanaka@example.com","ST04","退会","2026-06-04 15:11:14.833261"
124,"山田 拓海","takumi.yamada@example.com","ST04","退会","2026-06-04 15:11:14.833261"
125,"渡辺 葵","aoi.watanabe@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
126,"吉田 太郎","taro.yoshida@example.com","ST04","退会","2026-06-04 15:11:14.833261"
127,"田中 彩花","ayaka.tanaka@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
128,"加藤 大輔","daisuke.kato@example.com","ST04","退会","2026-06-04 15:11:14.833261"
129,"加藤 彩花","ayaka.kato@example.com","ST04","退会","2026-06-04 15:11:14.833261"
130,"渡辺 健太","kenta.watanabe@example.com","ST01","新規","2026-06-04 15:11:14.833261"
131,"吉田 拓海","takumi.yoshida@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
132,"佐藤 蓮","ren.sato@example.com","ST04","退会","2026-06-04 15:11:14.833261"
133,"小林 大輔","daisuke.kobayashi@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
134,"山本 悠斗","yuto.yamamoto@example.com","ST04","退会","2026-06-04 15:11:14.833261"
135,"山田 太郎","taro.yamada@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
136,"山本 悠斗","yuto.yamamoto@example.com","ST04","退会","2026-06-04 15:11:14.833261"
137,"小林 蓮","ren.kobayashi@example.com","ST04","退会","2026-06-04 15:11:14.833261"
138,"山本 拓海","takumi.yamamoto@example.com","ST04","退会","2026-06-04 15:11:14.833261"
139,"田中 健太","kenta.tanaka@example.com","ST04","退会","2026-06-04 15:11:14.833261"
140,"田中 陽菜","hina.tanaka@example.com","ST04","退会","2026-06-04 15:11:14.833261"
141,"佐藤 太郎","taro.sato@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
142,"加藤 翔","sho.kato@example.com","ST01","新規","2026-06-04 15:11:14.833261"
143,"山本 太郎","taro.yamamoto@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
144,"吉田 美咲","misaki.yoshida@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
145,"渡辺 美咲","misaki.watanabe@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
146,"田中 彩花","ayaka.tanaka@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
147,"田中 彩花","ayaka.tanaka@example.com","ST01","新規","2026-06-04 15:11:14.833261"
148,"小林 彩花","ayaka.kobayashi@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
149,"伊藤 蓮","ren.ito@example.com","ST04","退会","2026-06-04 15:11:14.833261"
150,"中村 拓海","takumi.nakamura@example.com","ST04","退会","2026-06-04 15:11:14.833261"
151,"渡辺 健太","kenta.watanabe@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
152,"鈴木 健太","kenta.suzuki@example.com","ST01","新規","2026-06-04 15:11:14.833261"
153,"伊藤 美咲","misaki.ito@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
154,"中村 美咲","misaki.nakamura@example.com","ST04","退会","2026-06-04 15:11:14.833261"
155,"高橋 彩花","ayaka.takahashi@example.com","ST01","新規","2026-06-04 15:11:14.833261"
156,"山本 健太","kenta.yamamoto@example.com","ST01","新規","2026-06-04 15:11:14.833261"
157,"鈴木 大輔","daisuke.suzuki@example.com","ST01","新規","2026-06-04 15:11:14.833261"
158,"加藤 拓海","takumi.kato@example.com","ST04","退会","2026-06-04 15:11:14.833261"
159,"田中 結衣","yui.tanaka@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
160,"田中 美咲","misaki.tanaka@example.com","ST01","新規","2026-06-04 15:11:14.833261"
161,"加藤 大輔","daisuke.kato@example.com","ST01","新規","2026-06-04 15:11:14.833261"
162,"小林 大輔","daisuke.kobayashi@example.com","ST01","新規","2026-06-04 15:11:14.833261"
163,"佐藤 拓海","takumi.sato@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
164,"佐藤 陽菜","hina.sato@example.com","ST04","退会","2026-06-04 15:11:14.833261"
165,"渡辺 大輔","daisuke.watanabe@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
249,"渡辺 陽菜","hina.watanabe@example.com","ST01","新規","2026-06-04 15:11:14.833261"
166,"鈴木 美咲","misaki.suzuki@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
167,"加藤 拓海","takumi.kato@example.com","ST01","新規","2026-06-04 15:11:14.833261"
168,"中村 太郎","taro.nakamura@example.com","ST01","新規","2026-06-04 15:11:14.833261"
169,"鈴木 拓海","takumi.suzuki@example.com","ST01","新規","2026-06-04 15:11:14.833261"
170,"渡辺 太郎","taro.watanabe@example.com","ST01","新規","2026-06-04 15:11:14.833261"
171,"伊藤 蓮","ren.ito@example.com","ST04","退会","2026-06-04 15:11:14.833261"
172,"山本 蓮","ren.yamamoto@example.com","ST01","新規","2026-06-04 15:11:14.833261"
173,"伊藤 陽菜","hina.ito@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
174,"伊藤 陽菜","hina.ito@example.com","ST01","新規","2026-06-04 15:11:14.833261"
175,"中村 健太","kenta.nakamura@example.com","ST04","退会","2026-06-04 15:11:14.833261"
176,"渡辺 美咲","misaki.watanabe@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
177,"渡辺 結衣","yui.watanabe@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
178,"鈴木 葵","aoi.suzuki@example.com","ST04","退会","2026-06-04 15:11:14.833261"
179,"山田 翔","sho.yamada@example.com","ST04","退会","2026-06-04 15:11:14.833261"
180,"伊藤 結衣","yui.ito@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
181,"中村 翔","sho.nakamura@example.com","ST04","退会","2026-06-04 15:11:14.833261"
182,"伊藤 拓海","takumi.ito@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
183,"佐藤 悠斗","yuto.sato@example.com","ST04","退会","2026-06-04 15:11:14.833261"
184,"小林 結衣","yui.kobayashi@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
185,"高橋 悠斗","yuto.takahashi@example.com","ST04","退会","2026-06-04 15:11:14.833261"
186,"中村 美咲","misaki.nakamura@example.com","ST04","退会","2026-06-04 15:11:14.833261"
187,"田中 陽菜","hina.tanaka@example.com","ST04","退会","2026-06-04 15:11:14.833261"
188,"吉田 陽菜","hina.yoshida@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
189,"鈴木 結衣","yui.suzuki@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
190,"伊藤 大輔","daisuke.ito@example.com","ST01","新規","2026-06-04 15:11:14.833261"
191,"山田 美咲","misaki.yamada@example.com","ST01","新規","2026-06-04 15:11:14.833261"
192,"高橋 悠斗","yuto.takahashi@example.com","ST01","新規","2026-06-04 15:11:14.833261"
193,"中村 美咲","misaki.nakamura@example.com","ST01","新規","2026-06-04 15:11:14.833261"
194,"田中 美咲","misaki.tanaka@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
195,"伊藤 翔","sho.ito@example.com","ST04","退会","2026-06-04 15:11:14.833261"
196,"佐藤 大輔","daisuke.sato@example.com","ST01","新規","2026-06-04 15:11:14.833261"
197,"高橋 結衣","yui.takahashi@example.com","ST04","退会","2026-06-04 15:11:14.833261"
198,"小林 結衣","yui.kobayashi@example.com","ST04","退会","2026-06-04 15:11:14.833261"
199,"中村 太郎","taro.nakamura@example.com","ST04","退会","2026-06-04 15:11:14.833261"
200,"鈴木 結衣","yui.suzuki@example.com","ST01","新規","2026-06-04 15:11:14.833261"
201,"佐藤 蓮","ren.sato@example.com","ST01","新規","2026-06-04 15:11:14.833261"
202,"田中 彩花","ayaka.tanaka@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
203,"高橋 彩花","ayaka.takahashi@example.com","ST04","退会","2026-06-04 15:11:14.833261"
204,"田中 拓海","takumi.tanaka@example.com","ST01","新規","2026-06-04 15:11:14.833261"
205,"中村 彩花","ayaka.nakamura@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
206,"吉田 陽菜","hina.yoshida@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
207,"高橋 太郎","taro.takahashi@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
208,"鈴木 蓮","ren.suzuki@example.com","ST04","退会","2026-06-04 15:11:14.833261"
209,"田中 太郎","taro.tanaka@example.com","ST01","新規","2026-06-04 15:11:14.833261"
210,"鈴木 美咲","misaki.suzuki@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
211,"小林 美咲","misaki.kobayashi@example.com","ST04","退会","2026-06-04 15:11:14.833261"
212,"山田 彩花","ayaka.yamada@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
213,"山本 葵","aoi.yamamoto@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
214,"中村 太郎","taro.nakamura@example.com","ST04","退会","2026-06-04 15:11:14.833261"
215,"吉田 陽菜","hina.yoshida@example.com","ST04","退会","2026-06-04 15:11:14.833261"
216,"伊藤 健太","kenta.ito@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
217,"中村 結衣","yui.nakamura@example.com","ST04","退会","2026-06-04 15:11:14.833261"
218,"中村 大輔","daisuke.nakamura@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
219,"佐藤 美咲","misaki.sato@example.com","ST01","新規","2026-06-04 15:11:14.833261"
220,"佐藤 翔","sho.sato@example.com","ST04","退会","2026-06-04 15:11:14.833261"
221,"佐藤 陽菜","hina.sato@example.com","ST04","退会","2026-06-04 15:11:14.833261"
222,"高橋 葵","aoi.takahashi@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
223,"小林 蓮","ren.kobayashi@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
224,"山田 拓海","takumi.yamada@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
225,"田中 陽菜","hina.tanaka@example.com","ST04","退会","2026-06-04 15:11:14.833261"
226,"吉田 悠斗","yuto.yoshida@example.com","ST04","退会","2026-06-04 15:11:14.833261"
227,"中村 美咲","misaki.nakamura@example.com","ST04","退会","2026-06-04 15:11:14.833261"
228,"中村 拓海","takumi.nakamura@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
229,"高橋 大輔","daisuke.takahashi@example.com","ST04","退会","2026-06-04 15:11:14.833261"
230,"渡辺 拓海","takumi.watanabe@example.com","ST04","退会","2026-06-04 15:11:14.833261"
231,"伊藤 蓮","ren.ito@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
232,"山田 美咲","misaki.yamada@example.com","ST04","退会","2026-06-04 15:11:14.833261"
233,"山本 翔","sho.yamamoto@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
234,"中村 葵","aoi.nakamura@example.com","ST04","退会","2026-06-04 15:11:14.833261"
235,"山田 彩花","ayaka.yamada@example.com","ST01","新規","2026-06-04 15:11:14.833261"
236,"鈴木 太郎","taro.suzuki@example.com","ST04","退会","2026-06-04 15:11:14.833261"
237,"鈴木 大輔","daisuke.suzuki@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
238,"山田 大輔","daisuke.yamada@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
239,"鈴木 葵","aoi.suzuki@example.com","ST04","退会","2026-06-04 15:11:14.833261"
240,"吉田 陽菜","hina.yoshida@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
241,"佐藤 陽菜","hina.sato@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
242,"山田 太郎","taro.yamada@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
243,"加藤 陽菜","hina.kato@example.com","ST01","新規","2026-06-04 15:11:14.833261"
244,"中村 葵","aoi.nakamura@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
245,"吉田 結衣","yui.yoshida@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
246,"伊藤 悠斗","yuto.ito@example.com","ST01","新規","2026-06-04 15:11:14.833261"
247,"山本 葵","aoi.yamamoto@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
248,"渡辺 蓮","ren.watanabe@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
250,"山田 葵","aoi.yamada@example.com","ST01","新規","2026-06-04 15:11:14.833261"
251,"山本 葵","aoi.yamamoto@example.com","ST01","新規","2026-06-04 15:11:14.833261"
252,"高橋 大輔","daisuke.takahashi@example.com","ST04","退会","2026-06-04 15:11:14.833261"
253,"伊藤 蓮","ren.ito@example.com","ST01","新規","2026-06-04 15:11:14.833261"
254,"田中 太郎","taro.tanaka@example.com","ST04","退会","2026-06-04 15:11:14.833261"
255,"鈴木 健太","kenta.suzuki@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
256,"加藤 悠斗","yuto.kato@example.com","ST04","退会","2026-06-04 15:11:14.833261"
257,"山田 結衣","yui.yamada@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
258,"吉田 陽菜","hina.yoshida@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
259,"伊藤 健太","kenta.ito@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
260,"渡辺 彩花","ayaka.watanabe@example.com","ST01","新規","2026-06-04 15:11:14.833261"
261,"山本 悠斗","yuto.yamamoto@example.com","ST01","新規","2026-06-04 15:11:14.833261"
262,"高橋 蓮","ren.takahashi@example.com","ST04","退会","2026-06-04 15:11:14.833261"
263,"鈴木 蓮","ren.suzuki@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
264,"佐藤 太郎","taro.sato@example.com","ST04","退会","2026-06-04 15:11:14.833261"
265,"伊藤 大輔","daisuke.ito@example.com","ST01","新規","2026-06-04 15:11:14.833261"
266,"加藤 大輔","daisuke.kato@example.com","ST01","新規","2026-06-04 15:11:14.833261"
267,"中村 悠斗","yuto.nakamura@example.com","ST04","退会","2026-06-04 15:11:14.833261"
268,"鈴木 彩花","ayaka.suzuki@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
269,"渡辺 陽菜","hina.watanabe@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
270,"中村 悠斗","yuto.nakamura@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
271,"渡辺 美咲","misaki.watanabe@example.com","ST01","新規","2026-06-04 15:11:14.833261"
272,"鈴木 翔","sho.suzuki@example.com","ST04","退会","2026-06-04 15:11:14.833261"
273,"鈴木 翔","sho.suzuki@example.com","ST04","退会","2026-06-04 15:11:14.833261"
274,"山田 健太","kenta.yamada@example.com","ST01","新規","2026-06-04 15:11:14.833261"
275,"渡辺 蓮","ren.watanabe@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
276,"佐藤 彩花","ayaka.sato@example.com","ST01","新規","2026-06-04 15:11:14.833261"
277,"山本 拓海","takumi.yamamoto@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
278,"伊藤 結衣","yui.ito@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
279,"伊藤 美咲","misaki.ito@example.com","ST04","退会","2026-06-04 15:11:14.833261"
280,"田中 蓮","ren.tanaka@example.com","ST01","新規","2026-06-04 15:11:14.833261"
281,"田中 蓮","ren.tanaka@example.com","ST04","退会","2026-06-04 15:11:14.833261"
282,"伊藤 大輔","daisuke.ito@example.com","ST04","退会","2026-06-04 15:11:14.833261"
283,"高橋 陽菜","hina.takahashi@example.com","ST02","アクティブ","2026-06-04 15:11:14.833261"
284,"山本 蓮","ren.yamamoto@example.com","ST01","新規","2026-06-04 15:11:14.833261"
285,"佐藤 健太","kenta.sato@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
286,"佐藤 結衣","yui.sato@example.com","ST03","非アクティブ","2026-06-04 15:11:14.833261"
